sample_index,sample_identity,sample_image_name,best_match_index,best_match_identity,best_match_image_name,similarity
2485,000025,033.jpg,289030,0477129,image_199969.jpg,0.4015788435935974
2444,000024,076.jpg,264197,0000612,image_28133.jpg,0.3390747606754303
9221,000093,072.jpg,305594,0005576,image_105242.jpg,0.38954588770866394
9527,000096,012.jpg,227282,2255973,image_413936.jpg,0.3999024033546448
1395,000014,045.jpg,90326,0000141,image_2131.jpg,0.515731155872345
4066,000041,045.jpg,81117,0000208,image_7742.jpg,0.4388808608055115
1940,000019,091.jpg,318032,5153308,image_490139.jpg,0.38111910223960876
9143,000092,088.jpg,174244,0005134,image_88311.jpg,0.42378246784210205
6818,000068,076.jpg,111889,1199811,image_319211.jpg,0.3876006603240967
3697,000037,016.jpg,101892,0000204,image_6837.jpg,0.4537162482738495
8561,000086,038.jpg,403351,0000332,image_13280.jpg,0.5005463361740112
9497,000095,098.jpg,437124,0005352,image_96711.jpg,0.40262624621391296
7381,000074,037.jpg,345186,0000301,image_11764.jpg,0.4186047613620758
7253,000073,008.jpg,82011,0000297,image_11645.jpg,0.4375161826610565
4871,000049,008.jpg,151374,0272479,image_160978.jpg,0.4300783574581146
7025,000070,055.jpg,209366,0014582,image_109292.jpg,0.3497978448867798
5003,000050,068.jpg,441539,1579987,image_362152.jpg,0.35823291540145874
986,000009,093.jpg,97499,0748620,image_253427.jpg,0.46230465173721313
1625,000016,024.jpg,146531,1535523,image_357449.jpg,0.4661715626716614
3404,000034,035.jpg,103851,0000195,image_6064.jpg,0.4331182837486267
3457,000034,081.jpg,358470,0000192,image_5870.jpg,0.3799511790275574
4335,000043,028.jpg,165046,0134244,image_131412.jpg,0.3886339068412781
1330,000013,051.jpg,210303,0850102,image_270909.jpg,0.39959242939949036
2573,000026,030.jpg,47488,0597546,image_223502.jpg,0.37702417373657227
3929,000039,063.jpg,335401,0000205,image_7376.jpg,0.4740670919418335
2847,000028,042.jpg,339224,0682725,image_240051.jpg,0.41774290800094604
9043,000091,088.jpg,206457,0005299,image_94234.jpg,0.37916654348373413
1229,000012,082.jpg,398506,0005527,image_103224.jpg,0.40849360823631287
2564,000025,096.jpg,459650,0000170,image_4565.jpg,0.444735050201416
43,000000,037.jpg,186362,3398631,image_468353.jpg,0.36409640312194824
6693,000067,017.jpg,158690,3045547,image_457794.jpg,0.36046046018600464
9211,000093,034.jpg,319737,1008709,image_294063.jpg,0.37022238969802856
7699,000077,052.jpg,417897,0170912,image_137780.jpg,0.40184658765792847
4771,000048,066.jpg,154094,0680983,image_239820.jpg,0.40012305974960327
534,000005,082.jpg,337931,0609182,image_226267.jpg,0.34681522846221924
3792,000038,073.jpg,166817,0726167,image_248642.jpg,0.4064398407936096
4720,000047,049.jpg,161892,0000233,image_9017.jpg,0.5452919006347656
4632,000046,086.jpg,405386,0154226,image_135202.jpg,0.3612935543060303
7438,000075,097.jpg,130150,0221902,image_150303.jpg,0.4057406783103943
1166,000011,064.jpg,13617,2223487,image_411624.jpg,0.3677678406238556
3824,000038,049.jpg,335580,0000205,image_7267.jpg,0.4481406509876251
4334,000043,003.jpg,465341,0891895,image_277292.jpg,0.4241834878921509
3241,000032,003.jpg,431900,0000188,image_5456.jpg,0.4520229697227478
9488,000095,085.jpg,40561,0611979,image_226738.jpg,0.40627244114875793
1880,000018,096.jpg,355807,0000147,image_2430.jpg,0.4170236587524414
8922,000090,078.jpg,233072,0519043,image_208430.jpg,0.4080042839050293
3683,000037,069.jpg,102133,0000204,image_6939.jpg,0.3926539421081543
2441,000024,021.jpg,465905,1796851,image_380719.jpg,0.42223113775253296
4352,000043,090.jpg,122475,0004825,image_75863.jpg,0.3933546245098114
2330,000023,092.jpg,103290,1897713,image_388202.jpg,0.47827500104904175
9929,000100,022.jpg,237216,1190376,image_318281.jpg,0.43171417713165283
977,000009,085.jpg,55129,0000117,image_1322.jpg,0.49644193053245544
2718,000027,017.jpg,467541,0001484,image_51358.jpg,0.43777287006378174
5039,000050,094.jpg,30667,1468674,image_350292.jpg,0.38157397508621216
4728,000047,005.jpg,119401,0813812,image_264601.jpg,0.3763635754585266
7195,000072,084.jpg,179897,0001520,image_52914.jpg,0.42265984416007996
2037,000020,041.jpg,454597,0923736,image_283415.jpg,0.3941960334777832
7679,000077,058.jpg,312594,0000307,image_12222.jpg,0.37039095163345337
4982,000050,057.jpg,100724,0000598,image_27265.jpg,0.3713986873626709
6594,000066,050.jpg,427392,2608689,image_436552.jpg,0.4268929660320282
4460,000045,030.jpg,108461,1254478,image_325391.jpg,0.43782761693000793
8199,000082,020.jpg,333846,0350454,image_176888.jpg,0.41328683495521545
8847,000089,051.jpg,147897,0202603,image_146275.jpg,0.3250432014465332
8090,000081,059.jpg,2705,1037510,image_299577.jpg,0.35168105363845825
7172,000072,073.jpg,253408,0227759,image_151440.jpg,0.37447068095207214
1317,000013,026.jpg,392060,0627973,image_228899.jpg,0.4063853919506073
9618,000097,072.jpg,239061,0001068,image_39900.jpg,0.4407905340194702
7078,000071,083.jpg,113181,0688132,image_241240.jpg,0.3572123050689697
9323,000094,069.jpg,311254,0169934,image_137414.jpg,0.404529333114624
4102,000041,075.jpg,22355,0000210,image_8121.jpg,0.4065660834312439
423,000004,057.jpg,28115,0922024,image_282559.jpg,0.43322330713272095
1496,000015,034.jpg,399533,0487405,image_201428.jpg,0.41169896721839905
9801,000099,030.jpg,385250,2138080,image_405678.jpg,0.4550860524177551
339,000003,075.jpg,302807,0000102,image_460.jpg,0.4611985683441162
4415,000044,059.jpg,131701,2047955,image_399375.jpg,0.3950057625770569
9379,000094,064.jpg,446135,1923487,image_389843.jpg,0.3797152638435364
2870,000029,043.jpg,224953,0378245,image_182977.jpg,0.35783272981643677
7708,000077,001.jpg,269197,1261965,image_326200.jpg,0.40125954151153564
8502,000085,096.jpg,255610,0960912,image_291116.jpg,0.372511088848114
7245,000073,034.jpg,179653,1296121,image_329832.jpg,0.42128080129623413
9973,000100,001.jpg,199091,0004735,image_71884.jpg,0.3698296844959259
2973,000030,045.jpg,137346,0000186,image_5181.jpg,0.4279018044471741
7141,000071,070.jpg,371091,0295103,image_165437.jpg,0.39365673065185547
9226,000093,007.jpg,73684,1824654,image_382499.jpg,0.40124276280403137
1494,000015,002.jpg,86882,0493797,image_202819.jpg,0.3725564777851105
7700,000077,044.jpg,176550,0005256,image_92482.jpg,0.39668482542037964
5700,000057,068.jpg,475471,1534182,image_357089.jpg,0.41977643966674805
6690,000067,037.jpg,48137,1133714,image_312019.jpg,0.37259817123413086
5460,000055,034.jpg,363082,2235318,image_412698.jpg,0.4229111671447754
5260,000053,002.jpg,20914,0011042,image_108946.jpg,0.37171876430511475
1713,000017,009.jpg,412049,3449553,image_469864.jpg,0.3724389672279358
2634,000026,060.jpg,13821,0666739,image_237653.jpg,0.4031156003475189
5403,000054,092.jpg,38905,1165044,image_315497.jpg,0.4601868689060211
6744,000067,027.jpg,38500,0112085,image_126736.jpg,0.40578562021255493
8117,000081,011.jpg,484374,0000620,image_29169.jpg,0.3646693825721741
4722,000047,044.jpg,161789,0000233,image_9019.jpg,0.577723503112793
6561,000066,066.jpg,116293,1041023,image_299789.jpg,0.3698107600212097
9012,000091,067.jpg,79466,0232975,image_152179.jpg,0.347737193107605
601,000006,053.jpg,4339,0000422,image_16906.jpg,0.35358160734176636
7451,000075,033.jpg,4290,0000422,image_16992.jpg,0.3905329406261444
1442,000014,061.jpg,90129,0000141,image_2088.jpg,0.5189478993415833
5153,000051,027.jpg,409177,0186915,image_142087.jpg,0.4005822539329529
4135,000041,003.jpg,21908,0000210,image_8244.jpg,0.5802406072616577
5296,000053,051.jpg,18091,0111013,image_126455.jpg,0.3537958860397339
1899,000019,039.jpg,70918,0681782,image_239932.jpg,0.41873645782470703
6622,000066,003.jpg,135784,1206614,image_319855.jpg,0.38575315475463867
8431,000085,097.jpg,160959,0000331,image_12930.jpg,0.3540134131908417
18,000000,078.jpg,273491,0004990,image_81992.jpg,0.36027950048446655
8889,000089,000.jpg,361479,0315041,image_169183.jpg,0.3958052396774292
7569,000076,062.jpg,423708,0683253,image_240117.jpg,0.3588767945766449
6770,000068,025.jpg,148754,0533832,image_212109.jpg,0.36573106050491333
888,000008,070.jpg,244055,0397599,image_186865.jpg,0.36046627163887024
3073,000031,034.jpg,146677,1535523,image_357435.jpg,0.3985787630081177
8494,000085,011.jpg,403283,0000332,image_13114.jpg,0.3937501311302185
5927,000059,028.jpg,314307,0836548,image_269176.jpg,0.44142645597457886
8167,000082,083.jpg,365590,0000691,image_32621.jpg,0.39550814032554626
7242,000073,013.jpg,67075,4132843,image_481893.jpg,0.380738765001297
845,000008,084.jpg,11015,0000114,image_1241.jpg,0.4603668749332428
9652,000097,091.jpg,79709,0363371,image_179886.jpg,0.4042506814002991
4375,000044,047.jpg,190121,0000630,image_29780.jpg,0.3524157404899597
8998,000090,081.jpg,53046,3977374,image_480159.jpg,0.4268497824668884
2146,000021,099.jpg,63229,0000159,image_3209.jpg,0.4578092098236084
4719,000047,060.jpg,161892,0000233,image_9017.jpg,0.4614730477333069
7178,000072,010.jpg,430321,2057859,image_399978.jpg,0.38537776470184326
7941,000080,034.jpg,361822,1136546,image_312138.jpg,0.3925843834877014
1989,000020,030.jpg,317702,0000156,image_2885.jpg,0.45609423518180847
472,000004,028.jpg,405231,1517976,image_355310.jpg,0.39331790804862976
3920,000039,099.jpg,335397,0000205,image_7335.jpg,0.47448745369911194
2594,000026,007.jpg,192840,1851126,image_384401.jpg,0.3667092025279999
5091,000051,010.jpg,343370,0000247,image_9508.jpg,0.41052520275115967
9024,000091,065.jpg,231925,0524839,image_210141.jpg,0.360973596572876
224,000002,025.jpg,440470,0177896,image_139339.jpg,0.3662159740924835
9048,000091,058.jpg,130150,0221902,image_150303.jpg,0.4088612198829651
6684,000067,024.jpg,306797,0001065,image_39806.jpg,0.37964698672294617
1527,000015,035.jpg,354118,0654240,image_234698.jpg,0.42063286900520325
9848,000099,068.jpg,321535,0567653,image_217473.jpg,0.4224027097225189
1858,000018,006.jpg,355846,0000147,image_2347.jpg,0.42799702286720276
7560,000076,007.jpg,43878,0000413,image_16679.jpg,0.4377092123031616
1924,000019,010.jpg,253573,1098493,image_307168.jpg,0.42315489053726196
2522,000025,092.jpg,484244,0000620,image_29133.jpg,0.40101829171180725
8165,000082,062.jpg,460923,0004775,image_74364.jpg,0.3796554505825043
4781,000048,025.jpg,335256,0000751,image_33801.jpg,0.3862718939781189
8337,000084,002.jpg,351919,0000648,image_30202.jpg,0.3623943328857422
4479,000045,065.jpg,467888,0000473,image_20003.jpg,0.39116573333740234
6807,000068,031.jpg,310449,1775177,image_378938.jpg,0.3776526153087616
7905,000079,005.jpg,64511,0141613,image_132790.jpg,0.41718238592147827
7736,000078,030.jpg,206902,0001578,image_54466.jpg,0.34562769532203674
3993,000040,062.jpg,10238,1500155,image_353469.jpg,0.41748207807540894
7483,000075,095.jpg,473473,0160553,image_136269.jpg,0.41204872727394104
9031,000091,057.jpg,143141,0644897,image_232606.jpg,0.43240731954574585
2369,000023,087.jpg,311794,0000405,image_16446.jpg,0.3567715287208557
6284,000063,010.jpg,48733,1289434,image_329028.jpg,0.3793363571166992
3122,000031,059.jpg,14815,0001153,image_43415.jpg,0.34745630621910095
8327,000083,098.jpg,449471,1122026,image_310178.jpg,0.4518369436264038
2236,000022,041.jpg,39260,0000166,image_3512.jpg,0.6047967672348022
1143,000011,084.jpg,164030,4932304,image_488873.jpg,0.416742205619812
9304,000094,030.jpg,380845,0189144,image_142409.jpg,0.42715370655059814
6798,000068,091.jpg,194880,1018844,image_296418.jpg,0.3493541479110718
5568,000056,047.jpg,36917,1617685,image_364716.jpg,0.4025624394416809
8318,000083,085.jpg,434780,2450852,image_427088.jpg,0.3846522569656372
4377,000044,078.jpg,467888,0000473,image_20003.jpg,0.3926238715648651
42,000000,075.jpg,322830,4098557,image_481482.jpg,0.3860515058040619
4634,000046,028.jpg,443471,0000225,image_8695.jpg,0.41948196291923523
4891,000049,016.jpg,457743,0001488,image_51383.jpg,0.370546817779541
8022,000080,029.jpg,34197,2264243,image_414669.jpg,0.4433215856552124
2434,000024,060.jpg,140289,0444223,image_195239.jpg,0.39553219079971313
7316,000073,071.jpg,335568,0000205,image_7383.jpg,0.45535439252853394
8824,000089,047.jpg,207056,0005476,image_101492.jpg,0.3371758460998535
7935,000080,030.jpg,365831,2948685,image_453093.jpg,0.3966639041900635
5654,000057,043.jpg,253651,1012967,image_294908.jpg,0.40286684036254883
5446,000054,090.jpg,35614,0810619,image_264184.jpg,0.40226295590400696
9042,000091,035.jpg,362605,0922724,image_282909.jpg,0.3952052593231201
8903,000089,056.jpg,404644,1211485,image_320888.jpg,0.3213326930999756
6180,000062,004.jpg,230598,0137594,image_132434.jpg,0.4305834174156189
7460,000075,007.jpg,272177,0097022,image_123120.jpg,0.4236754775047302
5272,000053,072.jpg,337512,1137028,image_312193.jpg,0.38657504320144653
3090,000031,025.jpg,465663,0339011,image_174609.jpg,0.33646565675735474
3912,000039,038.jpg,128006,2628561,image_437807.jpg,0.4152179956436157
6274,000063,012.jpg,259085,0000463,image_19680.jpg,0.3781520128250122
3826,000038,044.jpg,335575,0000205,image_7341.jpg,0.42535722255706787
6730,000067,094.jpg,100061,0001642,image_56934.jpg,0.3783976137638092
715,000007,025.jpg,49313,1814260,image_381771.jpg,0.37705928087234497
5213,000052,019.jpg,31955,0695435,image_242255.jpg,0.4509211480617523
9785,000098,000.jpg,58439,0370361,image_181259.jpg,0.44882798194885254
6246,000062,070.jpg,422772,0584482,image_220719.jpg,0.40257811546325684
6325,000063,071.jpg,1126,0001497,image_52246.jpg,0.3950929641723633
2492,000025,065.jpg,271096,1738059,image_375794.jpg,0.4190406799316406
8115,000081,055.jpg,145607,0041413,image_113648.jpg,0.3551967740058899
606,000006,008.jpg,336181,0000107,image_863.jpg,0.42471182346343994
9242,000093,035.jpg,207701,3347587,image_467175.jpg,0.4046674966812134
8229,000082,093.jpg,333454,1715275,image_373382.jpg,0.41790762543678284
5439,000054,085.jpg,213915,0001326,image_47078.jpg,0.4309106469154358
1644,000016,059.jpg,337626,1404488,image_341833.jpg,0.4146077632904053
7213,000072,001.jpg,398014,2298370,image_416335.jpg,0.344619482755661
1633,000016,095.jpg,227234,2255973,image_414001.jpg,0.42593568563461304
8617,000087,034.jpg,213137,0908700,image_279019.jpg,0.37120360136032104
7486,000075,068.jpg,222241,0004739,image_72021.jpg,0.4185539484024048
251,000002,091.jpg,158434,0124208,image_129083.jpg,0.3657427430152893
2361,000023,015.jpg,28760,0502425,image_204271.jpg,0.3631676733493805
6717,000067,006.jpg,313076,0836176,image_268933.jpg,0.35415273904800415
2529,000025,014.jpg,459759,0000170,image_4384.jpg,0.4635480046272278
1225,000012,010.jpg,476157,0000121,image_1540.jpg,0.4986511468887329
7692,000077,014.jpg,166180,0861361,image_272800.jpg,0.4113633930683136
9827,000099,057.jpg,7476,0276253,image_161702.jpg,0.38987836241722107
5546,000055,081.jpg,147180,0584951,image_220914.jpg,0.3756372332572937
6512,000065,044.jpg,146445,0227657,image_151363.jpg,0.40317481756210327
1315,000013,012.jpg,349129,0004892,image_77737.jpg,0.43136605620384216
5383,000054,073.jpg,175438,0470981,image_199202.jpg,0.439487487077713
8742,000088,062.jpg,330215,0521753,image_209487.jpg,0.38170892000198364
6226,000062,064.jpg,30320,1023127,image_297352.jpg,0.38314786553382874
5188,000052,040.jpg,345920,1559935,image_359878.jpg,0.36353549361228943
7994,000080,018.jpg,202962,1675091,image_369603.jpg,0.38201141357421875
8864,000089,018.jpg,155643,0565858,image_216966.jpg,0.37509700655937195
588,000005,070.jpg,173861,0000133,image_1618.jpg,0.3776782155036926
1121,000011,062.jpg,212817,0220619,image_149013.jpg,0.39790475368499756
3846,000038,000.jpg,250099,0000563,image_25484.jpg,0.49324506521224976
4708,000047,038.jpg,161809,0000233,image_9247.jpg,0.579498291015625
9254,000093,092.jpg,166485,0178870,image_139923.jpg,0.4080573618412018
1480,000014,087.jpg,90206,0000141,image_2128.jpg,0.4162569046020508
7110,000071,020.jpg,80901,0001015,image_38260.jpg,0.3461317718029022
9774,000098,086.jpg,433486,0001542,image_53667.jpg,0.3694239854812622
1646,000016,019.jpg,423977,1451091,image_348772.jpg,0.39304280281066895
7269,000073,004.jpg,367925,0000299,image_11665.jpg,0.4200155436992645
2725,000027,061.jpg,217083,1669979,image_369279.jpg,0.38536232709884644
4906,000049,092.jpg,461383,0000929,image_36419.jpg,0.40151676535606384
474,000004,071.jpg,151588,3046990,image_457840.jpg,0.427406907081604
753,000007,060.jpg,385189,0291785,image_165076.jpg,0.3280948996543884
5314,000053,099.jpg,235946,0515116,image_206829.jpg,0.3258551359176636
919,000009,026.jpg,54997,0000117,image_1297.jpg,0.5363027453422546
4806,000048,041.jpg,159885,1377375,image_338991.jpg,0.3714748024940491
5873,000059,069.jpg,337516,1137028,image_312176.jpg,0.4822586476802826
6141,000061,096.jpg,289944,1009277,image_294235.jpg,0.4295930862426758
7056,000071,054.jpg,87102,0454809,image_197632.jpg,0.39617082476615906
2385,000024,054.jpg,311279,0000690,image_32503.jpg,0.3900195360183716
4000,000040,088.jpg,248732,0252230,image_156139.jpg,0.40030813217163086
9476,000095,086.jpg,473468,0160553,image_136271.jpg,0.39900991320610046
6751,000068,002.jpg,461408,0000929,image_36397.jpg,0.3991575241088867
2950,000029,011.jpg,394816,0000183,image_5062.jpg,0.37606269121170044
2785,000028,072.jpg,57020,0933940,image_286513.jpg,0.3748358488082886
2868,000029,097.jpg,202248,1473013,image_350696.jpg,0.4284067451953888
1293,000013,013.jpg,446770,0731075,image_249740.jpg,0.42156660556793213
9597,000096,093.jpg,298843,0756022,image_255457.jpg,0.4269647002220154
3945,000039,094.jpg,325131,0000207,image_7392.jpg,0.5272703170776367
8153,000082,065.jpg,305200,0000256,image_9741.jpg,0.37488120794296265
2344,000023,052.jpg,26871,0000168,image_3795.jpg,0.37178754806518555
3804,000038,037.jpg,385646,2314705,image_417096.jpg,0.42248040437698364
7555,000076,072.jpg,364264,1560236,image_359956.jpg,0.42041075229644775
4161,000042,030.jpg,22125,0000210,image_8380.jpg,0.43326467275619507
7529,000075,087.jpg,324113,0707476,image_244808.jpg,0.4014756977558136
4183,000042,080.jpg,216085,0001598,image_55080.jpg,0.38482874631881714
153,000001,061.jpg,160023,0264579,image_158630.jpg,0.4871574640274048
7622,000076,023.jpg,312455,0000307,image_12105.jpg,0.3615296185016632
4712,000047,074.jpg,410206,0182839,image_140716.jpg,0.4122530221939087
8955,000090,038.jpg,196873,0570364,image_218209.jpg,0.40670332312583923
2588,000026,047.jpg,11738,0000562,image_25388.jpg,0.3412844240665436
1210,000012,069.jpg,476158,0000121,image_1538.jpg,0.48238998651504517
7237,000072,056.jpg,188952,2278522,image_415430.jpg,0.3865252733230591
5661,000057,077.jpg,1433,0742891,image_252209.jpg,0.4091503620147705
4901,000049,095.jpg,393218,0050629,image_115139.jpg,0.4440304934978485
6951,000070,002.jpg,171851,1911958,image_389111.jpg,0.4053575396537781
4097,000041,024.jpg,22106,0000210,image_8252.jpg,0.5143104791641235
7484,000075,017.jpg,372915,0105672,image_125385.jpg,0.41992688179016113
4949,000049,090.jpg,56814,2584600,image_435091.jpg,0.425958514213562
3263,000032,070.jpg,246938,1197093,image_318977.jpg,0.43351054191589355
6302,000063,074.jpg,277393,0519456,image_208925.jpg,0.4296969771385193
7916,000079,015.jpg,194441,0582351,image_220295.jpg,0.36227667331695557
1747,000017,099.jpg,60471,0005085,image_85841.jpg,0.37997567653656006
3886,000039,009.jpg,335579,0000205,image_7356.jpg,0.5400903224945068
6248,000062,056.jpg,197737,0858573,image_272260.jpg,0.397103875875473
9960,000100,018.jpg,380284,0000588,image_26651.jpg,0.3881930708885193
4847,000048,036.jpg,213027,1533927,image_356908.jpg,0.4049593210220337
4837,000048,046.jpg,68035,0514516,image_206756.jpg,0.4272443652153015
359,000003,060.jpg,302888,0000102,image_706.jpg,0.43872779607772827
9692,000097,096.jpg,232869,2720794,image_442673.jpg,0.3810170888900757
4497,000045,035.jpg,415873,1545471,image_357981.jpg,0.3830721378326416
132,000001,062.jpg,100157,0000696,image_32789.jpg,0.4009711444377899
803,000008,054.jpg,11106,0000114,image_1112.jpg,0.40349918603897095
8138,000082,002.jpg,117902,0269077,image_159965.jpg,0.3787437677383423
4689,000047,062.jpg,161892,0000233,image_9017.jpg,0.542803168296814
9807,000099,034.jpg,337527,1137028,image_312177.jpg,0.42508912086486816
5772,000058,065.jpg,92929,0000295,image_11408.jpg,0.4707164764404297
3588,000036,012.jpg,227237,2255973,image_413980.jpg,0.3972485661506653
3115,000031,041.jpg,431954,0000188,image_5268.jpg,0.3754480481147766
4106,000041,017.jpg,21889,0000210,image_8127.jpg,0.4843244254589081
2240,000022,061.jpg,39317,0000166,image_3469.jpg,0.49494457244873047
1591,000016,079.jpg,233071,0519043,image_208383.jpg,0.3862128257751465
645,000006,084.jpg,154788,0005151,image_88832.jpg,0.40609875321388245
5061,000051,045.jpg,332575,0346866,image_176134.jpg,0.3656911253929138
7222,000072,094.jpg,100199,3382715,image_467881.jpg,0.35599011182785034
546,000005,091.jpg,43878,0000413,image_16679.jpg,0.3450019657611847
9935,000100,016.jpg,47916,0005152,image_88876.jpg,0.466644823551178
2153,000021,020.jpg,63380,0000159,image_3313.jpg,0.4230092763900757
1476,000014,023.jpg,90346,0000141,image_2127.jpg,0.46243321895599365
4835,000048,071.jpg,191751,1081836,image_304800.jpg,0.43906086683273315
5352,000053,056.jpg,242446,0148869,image_134284.jpg,0.40422654151916504
9079,000091,003.jpg,67538,1935905,image_390863.jpg,0.3595491051673889
2877,000029,077.jpg,80908,0001015,image_38231.jpg,0.38948363065719604
3289,000033,080.jpg,181704,0516952,image_207839.jpg,0.41549810767173767
2165,000021,071.jpg,215674,4459426,image_484817.jpg,0.4102272689342499
9384,000094,015.jpg,244518,0593258,image_222243.jpg,0.3626135289669037
5994,000060,058.jpg,457836,0001488,image_51482.jpg,0.33625930547714233
8697,000087,023.jpg,357291,0029400,image_111635.jpg,0.3504480719566345
8221,000082,029.jpg,145405,1483369,image_352089.jpg,0.40958964824676514
4465,000045,045.jpg,322929,0606637,image_225498.jpg,0.38002943992614746
2695,000027,080.jpg,295804,0000617,image_28705.jpg,0.3198661208152771
4210,000042,092.jpg,233360,2259318,image_414408.jpg,0.4319685399532318
7894,000079,018.jpg,245548,0108295,image_125929.jpg,0.3316974639892578
8930,000090,012.jpg,308185,0001472,image_51213.jpg,0.3949071764945984
5549,000055,070.jpg,191540,0540795,image_213357.jpg,0.38555067777633667
1886,000018,027.jpg,169037,0001480,image_51256.jpg,0.4229232370853424
7673,000077,035.jpg,418416,1816903,image_381899.jpg,0.3682987689971924
1233,000012,058.jpg,442226,0516225,image_207679.jpg,0.4180909991264343
2306,000023,007.jpg,104475,0250743,image_155784.jpg,0.39389580488204956
3696,000037,083.jpg,102156,0000204,image_6752.jpg,0.4785252809524536
6511,000065,052.jpg,449046,1690632,image_371324.jpg,0.4418238699436188
5992,000060,075.jpg,166854,0726167,image_248649.jpg,0.37657061219215393
1479,000014,036.jpg,90233,0000141,image_2020.jpg,0.48232752084732056
6464,000065,072.jpg,89851,0195921,image_144428.jpg,0.4001266658306122
228,000002,026.jpg,436251,2550502,image_432314.jpg,0.39106178283691406
4332,000043,001.jpg,13854,0666739,image_237639.jpg,0.372073233127594
8791,000088,055.jpg,448664,0000335,image_13798.jpg,0.5089187622070312
2024,000020,010.jpg,132202,0708381,image_245232.jpg,0.4759141802787781
9124,000092,065.jpg,230660,0429886,image_193274.jpg,0.4486570954322815
6038,000060,029.jpg,355077,0000506,image_21516.jpg,0.3747160732746124
4295,000043,016.jpg,79446,0232975,image_152139.jpg,0.4019755721092224
6242,000062,090.jpg,231453,0000775,image_34076.jpg,0.42649543285369873
6086,000061,024.jpg,12160,0000464,image_19853.jpg,0.4042336046695709
1775,000017,023.jpg,235729,0515116,image_207369.jpg,0.4033578932285309
3830,000038,021.jpg,335530,0000205,image_7279.jpg,0.46065691113471985
7724,000077,089.jpg,312594,0000307,image_12222.jpg,0.3861317038536072
410,000004,066.jpg,428082,2273669,image_415170.jpg,0.4245288372039795
5374,000054,069.jpg,337515,1137028,image_312166.jpg,0.4335858225822449
3626,000036,052.jpg,385111,1745749,image_377133.jpg,0.38410013914108276
1035,000010,095.jpg,103737,2921651,image_451462.jpg,0.3954252600669861
7606,000076,006.jpg,101336,0000302,image_11990.jpg,0.49779319763183594
4951,000049,098.jpg,11523,0540441,image_213138.jpg,0.4182301163673401
6689,000067,075.jpg,277205,0519456,image_208963.jpg,0.43085598945617676
1911,000019,080.jpg,61094,0180411,image_140225.jpg,0.40570586919784546
2290,000023,013.jpg,26893,0000168,image_3796.jpg,0.4252512454986572
742,000007,038.jpg,441614,4997946,image_489297.jpg,0.3370918035507202
609,000006,078.jpg,107008,0001435,image_49788.jpg,0.43848657608032227
4986,000050,004.jpg,461550,1417647,image_344213.jpg,0.32931289076805115
8071,000081,024.jpg,397685,0132843,image_130954.jpg,0.3426334857940674
1902,000019,066.jpg,463760,0000526,image_22885.jpg,0.37208670377731323
1592,000016,013.jpg,337363,0329481,image_171833.jpg,0.40330392122268677
9008,000091,013.jpg,342521,1851981,image_384621.jpg,0.34797847270965576
8807,000088,070.jpg,397409,0005438,image_99970.jpg,0.38440072536468506
2222,000022,016.jpg,39212,0000166,image_3485.jpg,0.43330639600753784
6367,000064,065.jpg,168909,0000830,image_34888.jpg,0.35109978914260864
7432,000074,081.jpg,101272,0000302,image_11871.jpg,0.46040427684783936
6078,000061,022.jpg,478213,0000275,image_10568.jpg,0.37838608026504517
8850,000089,058.jpg,46462,0767443,image_257546.jpg,0.35815367102622986
6866,000069,065.jpg,236986,1998942,image_396254.jpg,0.42278730869293213
2531,000025,099.jpg,271314,0006473,image_105665.jpg,0.45672449469566345
9442,000095,082.jpg,445946,0005290,image_94064.jpg,0.4574213922023773
1622,000016,083.jpg,130229,0000144,image_2203.jpg,0.43188512325286865
8017,000080,011.jpg,310217,0004802,image_75134.jpg,0.3900878131389618
6686,000067,088.jpg,305086,1145057,image_313356.jpg,0.3769230246543884
4583,000046,025.jpg,154676,0000280,image_10703.jpg,0.4131067991256714
536,000005,075.jpg,236209,0515116,image_207363.jpg,0.44345980882644653
6070,000061,069.jpg,478363,0000275,image_10538.jpg,0.4572320580482483
3559,000035,070.jpg,453540,0001806,image_62056.jpg,0.35223376750946045
7264,000073,012.jpg,367031,0594898,image_222867.jpg,0.38306182622909546
7285,000073,050.jpg,321084,0005403,image_98597.jpg,0.38971295952796936
3868,000039,034.jpg,324946,0000207,image_7505.jpg,0.5222797393798828
5942,000059,087.jpg,353861,0330687,image_172350.jpg,0.40409934520721436
1627,000016,088.jpg,468579,2666409,image_439878.jpg,0.4042406678199768
6018,000060,063.jpg,163876,1208167,image_320231.jpg,0.44124460220336914
5876,000059,025.jpg,335560,0000205,image_7269.jpg,0.43087655305862427
992,000010,043.jpg,7936,2129812,image_405384.jpg,0.40209028124809265
6523,000065,028.jpg,57064,0933940,image_286381.jpg,0.35159581899642944
4520,000045,031.jpg,122178,3004078,image_455941.jpg,0.418876588344574
3109,000031,037.jpg,429799,0001315,image_46312.jpg,0.3641524314880371
2001,000020,033.jpg,317623,1020124,image_296647.jpg,0.36491185426712036
7450,000075,054.jpg,173782,0000133,image_1640.jpg,0.4900192618370056
1501,000015,054.jpg,497,0000662,image_31292.jpg,0.39210233092308044
9309,000094,045.jpg,345082,0000301,image_11790.jpg,0.3678478002548218
349,000003,091.jpg,302978,0000102,image_704.jpg,0.5656762719154358
