sample_index,sample_identity,sample_image_name,best_match_index,best_match_identity,best_match_image_name,similarity
3981,000040,065.jpg,272451,0742389,image_252088.jpg,0.4053087830543518
7749,000078,066.jpg,174290,0005134,image_88288.jpg,0.35628634691238403
6669,000067,007.jpg,282073,0176921,image_139090.jpg,0.3620811700820923
3119,000031,061.jpg,124666,0461149,image_198295.jpg,0.3921166956424713
1545,000015,059.jpg,172443,0052446,image_115370.jpg,0.37847912311553955
1588,000016,097.jpg,3514,1330560,image_334406.jpg,0.3994733691215515
7062,000071,078.jpg,91444,0574131,image_219204.jpg,0.40591391921043396
5804,000058,091.jpg,325919,0586568,image_221188.jpg,0.3924359977245331
6939,000069,090.jpg,92589,0000295,image_11152.jpg,0.4579727351665497
6735,000067,089.jpg,65398,3160546,image_461613.jpg,0.37676921486854553
7651,000077,047.jpg,272237,0164929,image_136927.jpg,0.3739127516746521
887,000008,093.jpg,11121,0000114,image_1147.jpg,0.5122805833816528
1612,000016,025.jpg,110621,3220578,image_463941.jpg,0.4419138431549072
993,000010,079.jpg,476537,1065454,image_302703.jpg,0.42722779512405396
6596,000066,041.jpg,79182,0005123,image_87569.jpg,0.35680583119392395
5559,000056,034.jpg,453055,0154632,image_135270.jpg,0.37802931666374207
1790,000018,043.jpg,355681,0000147,image_2646.jpg,0.42573776841163635
4073,000041,033.jpg,268422,0193631,image_143808.jpg,0.5151127576828003
3139,000031,001.jpg,165566,1023018,image_297127.jpg,0.38694101572036743
3116,000031,092.jpg,13675,0666739,image_237665.jpg,0.32191407680511475
8786,000088,028.jpg,448665,0000335,image_13808.jpg,0.5350877046585083
7350,000074,054.jpg,101256,0000302,image_11874.jpg,0.3986184298992157
2296,000023,039.jpg,28172,0790057,image_261100.jpg,0.3941875100135803
9989,000100,089.jpg,483799,0004748,image_72692.jpg,0.38260114192962646
3006,000030,088.jpg,383816,0000185,image_5121.jpg,0.39733773469924927
4563,000046,013.jpg,443386,0000225,image_8804.jpg,0.39260953664779663
7579,000076,075.jpg,420797,0123092,image_128796.jpg,0.41612130403518677
4092,000041,062.jpg,81049,0000208,image_7768.jpg,0.4368937015533447
1235,000012,017.jpg,236209,0515116,image_207363.jpg,0.4217894673347473
7260,000073,007.jpg,378688,2008435,image_396920.jpg,0.39236336946487427
9016,000091,054.jpg,101545,1081656,image_304794.jpg,0.4306396245956421
1604,000016,047.jpg,130196,0000144,image_2263.jpg,0.38088542222976685
828,000008,024.jpg,174956,0040653,image_113606.jpg,0.4214331805706024
8856,000089,038.jpg,446837,0731075,image_249922.jpg,0.34546247124671936
241,000002,051.jpg,356774,1086543,image_305902.jpg,0.377580851316452
1528,000015,088.jpg,457640,0005335,image_95979.jpg,0.3712378740310669
3872,000039,039.jpg,325194,0000207,image_7463.jpg,0.5414593815803528
2724,000027,091.jpg,317514,0092677,image_122303.jpg,0.394734263420105
6658,000067,039.jpg,305089,1145057,image_313346.jpg,0.38089317083358765
7956,000080,007.jpg,446493,1445208,image_348097.jpg,0.40815889835357666
7886,000079,091.jpg,346645,2933757,image_452273.jpg,0.364570289850235
3502,000035,088.jpg,452453,0785227,image_260052.jpg,0.37152791023254395
6570,000066,080.jpg,135793,1206614,image_319846.jpg,0.39458444714546204
960,000009,021.jpg,151173,0272479,image_160762.jpg,0.3891550600528717
2697,000027,009.jpg,457741,0001488,image_51413.jpg,0.4054866433143616
6209,000062,018.jpg,132043,0281212,image_163208.jpg,0.4427276849746704
35,000000,016.jpg,467805,0000473,image_19993.jpg,0.42509591579437256
6396,000064,041.jpg,128153,1063542,image_302088.jpg,0.39107316732406616
4345,000043,085.jpg,257916,0000211,image_8445.jpg,0.43912652134895325
7454,000075,047.jpg,295695,0000356,image_14738.jpg,0.3813472092151642
4673,000047,047.jpg,158972,0211042,image_147552.jpg,0.46356016397476196
6930,000069,094.jpg,92614,0000295,image_11395.jpg,0.3937794268131256
9105,000092,030.jpg,294127,0221043,image_149371.jpg,0.3919271230697632
7973,000080,088.jpg,185769,0005371,image_97212.jpg,0.39830875396728516
2536,000025,052.jpg,446868,0731075,image_249830.jpg,0.4966261386871338
3111,000031,095.jpg,348721,1711829,image_372813.jpg,0.38963961601257324
4861,000049,002.jpg,290404,1587775,image_362751.jpg,0.3518981337547302
3566,000036,013.jpg,9179,0141710,image_132834.jpg,0.3737635612487793
958,000009,048.jpg,55031,0000117,image_1339.jpg,0.4964848756790161
9489,000095,023.jpg,206576,0005299,image_94254.jpg,0.4090467691421509
8883,000089,042.jpg,96619,0163988,image_136571.jpg,0.3427921533584595
998,000010,067.jpg,54098,0344435,image_175723.jpg,0.416888952255249
5138,000051,011.jpg,316579,0001309,image_46171.jpg,0.3872813582420349
936,000009,095.jpg,381944,1107146,image_308840.jpg,0.42949652671813965
821,000008,073.jpg,272192,0935047,image_287036.jpg,0.37355494499206543
9571,000096,006.jpg,31189,0877270,image_274708.jpg,0.3563643991947174
7811,000078,064.jpg,462281,1372823,image_337975.jpg,0.4026089310646057
8238,000083,002.jpg,96256,2922672,image_451502.jpg,0.44800853729248047
8701,000087,087.jpg,219109,0241049,image_153487.jpg,0.396972119808197
2579,000026,034.jpg,77704,2684011,image_441043.jpg,0.33651334047317505
931,000009,082.jpg,47349,1406238,image_342078.jpg,0.4287834167480469
8320,000083,029.jpg,435698,2315139,image_417098.jpg,0.4281054437160492
1312,000013,080.jpg,446585,0731075,image_249732.jpg,0.3845409154891968
3044,000030,071.jpg,245071,1264048,image_326418.jpg,0.37722471356391907
1122,000011,040.jpg,233149,0954225,image_290278.jpg,0.38823986053466797
1113,000011,025.jpg,327959,1571396,image_361561.jpg,0.375785231590271
3853,000038,096.jpg,103186,0000293,image_11027.jpg,0.42015087604522705
6615,000066,063.jpg,119860,0878768,image_275052.jpg,0.39372897148132324
1964,000019,028.jpg,376698,0261678,image_157845.jpg,0.368400514125824
9333,000094,004.jpg,56652,0001274,image_45192.jpg,0.36956071853637695
4033,000040,076.jpg,393440,1888098,image_387532.jpg,0.39573535323143005
9485,000095,011.jpg,374269,0688057,image_240744.jpg,0.3750233054161072
651,000006,018.jpg,92888,0000295,image_11287.jpg,0.4604243338108063
1343,000013,084.jpg,351875,1013338,image_295204.jpg,0.42414820194244385
6868,000069,007.jpg,47800,1032208,image_298434.jpg,0.3838039040565491
9562,000096,031.jpg,226461,1415323,image_343829.jpg,0.38839191198349
9260,000093,059.jpg,220332,1421588,image_344648.jpg,0.4241880476474762
8565,000086,074.jpg,403288,0000332,image_13190.jpg,0.42234691977500916
5183,000052,026.jpg,122842,3986145,image_480362.jpg,0.4007954001426697
4272,000043,054.jpg,194931,0700443,image_243158.jpg,0.3947024941444397
3346,000033,046.jpg,109036,3920288,image_479273.jpg,0.42241233587265015
5147,000051,096.jpg,146801,0000249,image_9552.jpg,0.4300590753555298
3910,000039,041.jpg,325153,0000207,image_7601.jpg,0.5424444079399109
4351,000043,096.jpg,480043,0605224,image_225262.jpg,0.3605196177959442
6484,000065,024.jpg,200754,0862295,image_272878.jpg,0.37126481533050537
2144,000021,014.jpg,63101,0000159,image_3122.jpg,0.48804622888565063
4915,000049,099.jpg,73880,0126004,image_129498.jpg,0.37408947944641113
7491,000075,061.jpg,67060,4132843,image_481889.jpg,0.3789897561073303
5180,000052,009.jpg,96926,2933163,image_452186.jpg,0.4084402322769165
1188,000011,056.jpg,252342,0001131,image_42679.jpg,0.4210110604763031
152,000001,091.jpg,486791,0462712,image_198685.jpg,0.37495386600494385
7508,000075,006.jpg,378987,0004741,image_72084.jpg,0.4164515733718872
9224,000093,065.jpg,395903,0100792,image_123825.jpg,0.44661736488342285
1638,000016,092.jpg,130220,0000144,image_2213.jpg,0.39128339290618896
1200,000012,039.jpg,487093,3578998,image_472157.jpg,0.45300668478012085
8808,000088,027.jpg,448752,0000335,image_13788.jpg,0.5568152666091919
3492,000035,022.jpg,169,0000662,image_31391.jpg,0.35041382908821106
8288,000083,059.jpg,462429,0121605,image_128060.jpg,0.4449572265148163
9738,000098,035.jpg,413912,0000439,image_18602.jpg,0.41137057542800903
2170,000021,011.jpg,301538,1312575,image_332599.jpg,0.40976521372795105
5718,000057,020.jpg,473579,0336271,image_173923.jpg,0.38859495520591736
1127,000011,035.jpg,40177,0682970,image_240084.jpg,0.3736892342567444
4002,000040,051.jpg,151658,0050156,image_115029.jpg,0.4197009205818176
6054,000061,002.jpg,436159,0000272,image_10510.jpg,0.4682217538356781
4669,000047,054.jpg,162109,0000233,image_9237.jpg,0.5308045744895935
2584,000026,054.jpg,13700,0666739,image_237666.jpg,0.3853635787963867
7179,000072,024.jpg,229917,3491663,image_470716.jpg,0.3779270052909851
8900,000089,093.jpg,132639,2681750,image_440873.jpg,0.376841276884079
4956,000050,097.jpg,93485,0082526,image_120376.jpg,0.35430341958999634
8666,000087,059.jpg,468314,0454042,image_197375.jpg,0.40555161237716675
128,000001,026.jpg,205648,2150555,image_406605.jpg,0.40149664878845215
9086,000091,015.jpg,409391,0002041,image_64975.jpg,0.3780198097229004
4905,000049,041.jpg,16173,1374980,image_338332.jpg,0.37902694940567017
1697,000017,077.jpg,388626,0885090,image_275859.jpg,0.3886867165565491
2200,000022,033.jpg,39280,0000166,image_3542.jpg,0.5272982120513916
9957,000100,014.jpg,147833,0005158,image_88925.jpg,0.41952094435691833
1891,000019,079.jpg,26534,0406157,image_188021.jpg,0.36664479970932007
1753,000017,044.jpg,114205,0221046,image_149687.jpg,0.455175518989563
9874,000099,086.jpg,287513,0000664,image_31802.jpg,0.4093376398086548
2546,000025,086.jpg,281939,0416699,image_189964.jpg,0.42575573921203613
4462,000045,079.jpg,321491,0567653,image_217471.jpg,0.3671830892562866
4616,000046,019.jpg,267284,1388699,image_340020.jpg,0.3892136514186859
3450,000034,023.jpg,410233,0182839,image_140846.jpg,0.3645588159561157
5617,000056,044.jpg,446264,1815768,image_381822.jpg,0.3846316933631897
3335,000033,021.jpg,236149,0515116,image_207281.jpg,0.4858505129814148
4325,000043,020.jpg,257897,0000211,image_8427.jpg,0.4278471767902374
8280,000083,050.jpg,246967,0947447,image_289231.jpg,0.4593244791030884
8004,000080,006.jpg,32687,0947338,image_289212.jpg,0.39379242062568665
4114,000041,084.jpg,22341,0000210,image_7931.jpg,0.5563651919364929
832,000008,051.jpg,11092,0000114,image_1050.jpg,0.41145139932632446
1512,000015,080.jpg,413456,1035682,image_298933.jpg,0.393505334854126
9778,000098,071.jpg,191540,0540795,image_213357.jpg,0.39446955919265747
4533,000045,086.jpg,163980,1208167,image_320179.jpg,0.4149829149246216
722,000007,004.jpg,43918,0000413,image_16731.jpg,0.3580838143825531
58,000000,019.jpg,267266,1388699,image_340037.jpg,0.35788631439208984
5464,000055,039.jpg,57188,0933940,image_286478.jpg,0.43207743763923645
2143,000021,059.jpg,74989,0000157,image_2947.jpg,0.48235654830932617
4291,000043,004.jpg,9280,0000212,image_8522.jpg,0.4495645761489868
2647,000026,003.jpg,436977,0000174,image_4715.jpg,0.4054620862007141
7239,000073,030.jpg,345074,0000301,image_11704.jpg,0.40240126848220825
9038,000091,083.jpg,361884,0005046,image_84760.jpg,0.460063099861145
7007,000070,049.jpg,44624,1365912,image_337282.jpg,0.38184189796447754
9189,000092,000.jpg,268167,3001222,image_455875.jpg,0.4315171241760254
158,000001,019.jpg,29331,1191714,image_318339.jpg,0.3927658200263977
9844,000099,058.jpg,473086,0355910,image_177901.jpg,0.3729332685470581
1232,000012,037.jpg,467929,0000473,image_20062.jpg,0.4248315393924713
2442,000024,006.jpg,121967,0911320,image_279787.jpg,0.34602391719818115
8938,000090,083.jpg,163015,0001005,image_38144.jpg,0.47008752822875977
590,000005,056.jpg,263312,0289080,image_164376.jpg,0.35605403780937195
6049,000061,097.jpg,263350,0718646,image_247098.jpg,0.41887590289115906
9543,000096,075.jpg,392348,1519680,image_355733.jpg,0.387267142534256
9052,000091,068.jpg,314307,0836548,image_269176.jpg,0.4362509250640869
2426,000024,084.jpg,444580,0000575,image_26109.jpg,0.38396304845809937
